subject_id,quantity,response
100812-WA,5,5
101112-GA,5,5
101112-AA,5,4
101112-AD,5,NA
101112-KW,5,4
101112-B,5,5
101112-XD,5,5
101112-CW,5,NA
101112-AC,5,5
101212-RB,5,5
101212-HS,5,4
101612-TK,5,6
101612-NR,5,NA
101612-SD,5,5
101912-NW,5,NA
101912-GW,5,NA
101912-SW,5,10
101812-S1,5,NA
101812-S2,5,NA
101812-BB,5,6
102512-JG,5,5
102512-MH,5,10
102612-JD,5,2
102612-LD,5,5
102612-MN,5,5
110712-CN,5,5
110712-JB,5,10
110712-CM,5,2
110712-ML,5,2
110812-SM,5,5
110612-BP,5,5
110612-DR,5,3
110712-MS,5,10
110512-JF,5,5
110812-PF,5,5
110912-AC,5,5
110912-OV,5,5
111412-KP,5,NA
111512-JS,5,4
112612-JG,5,5
112612-CJ,5,3
112612-SB,5,6
112612-DF,5,NA
112612-KJ,5,10
112612-YM,5,5
112712-IM,5,NA
112712-DA,5,5
120312-GB,5,NA
100212-LM,4,NA
100212-AR,4,4
100212-BL,4,NA
100210-C1,4,NA
100212-AA,4,NA
100212-A1,4,NA
100212-A2,4,4
100212-E,4,NA
100312-LM,4,4
100312-PH,4,6
100312-RW,4,4
100312-OF,4,5
100312-EL,4,4
100312-CA,4,4
100312-HG,4,4
100312-GS,4,4
100312-QH,4,4
100312-MK,4,4
100512-JC,4,3
100912-TL,4,NA
100912-LB,4,NA
100912-DH,4,NA
100912-AB,4,4
101012-NS,4,4
101012-SK,4,NA
101012-AD,4,4
101012-PL,4,NA
101012-AC,4,4
101012-LO,4,NA
101012-AW,4,4
101012-GS,4,3
100812-WA,4,4
101112-GA,4,4
101112-AA,4,9
101112-AD,4,NA
101112-KW,4,4
101112-B,4,4
101112-XD,4,4
101112-CW,4,NA
101112-AC,4,4
101212-RB,4,4
101212-HS,4,5
101612-TK,4,7
101612-NR,4,NA
101612-SD,4,4
101912-NW,4,NA
101912-GW,4,NA
101912-SW,4,NA
101812-S1,4,NA
101812-S2,4,NA
101812-BB,4,2
102512-JG,4,4
102512-MH,4,4
102612-JD,4,2
102612-LD,4,4
102612-MN,4,4
110712-CN,4,4
110712-JB,4,10
110712-CM,4,2
110712-ML,4,10
110812-SM,4,5
110612-BP,4,4
110612-DR,4,5
110712-MS,4,10
110512-JF,4,4
110812-PF,4,4
110912-AC,4,4
110912-OV,4,4
111412-KP,4,NA
111512-JS,4,4
112612-JG,4,4
112612-CJ,4,10
112612-SB,4,10
112612-DF,4,NA
112612-KJ,4,4
112612-YM,4,4
112712-IM,4,NA
112712-DA,4,4
120312-GB,4,NA
100212-LM,8,NA
100212-AR,8,8
100212-BL,8,NA
100210-C1,8,NA
100212-AA,8,NA
100212-A1,8,NA
100212-A2,8,8
100212-E,8,NA
100312-LM,8,8
100312-PH,8,6
100312-RW,8,4
100312-OF,8,6
100312-EL,8,8
100312-CA,8,8
100312-HG,8,8
100312-GS,8,8
100312-QH,8,8
100312-MK,8,8
100512-JC,8,4
100912-TL,8,NA
100912-LB,8,NA
100912-DH,8,NA
100912-AB,8,7
101012-NS,8,8
101012-SK,8,NA
101012-AD,8,8
101012-PL,8,NA
101012-AC,8,8
101012-LO,8,NA
101012-AW,8,8
101012-GS,8,5
100812-WA,8,8
101112-GA,8,8
101112-AA,8,5
101112-AD,8,NA
101112-KW,8,9
101112-B,8,8
101112-XD,8,8
101112-CW,8,NA
101112-AC,8,8
101212-RB,8,8
101212-HS,8,5
101612-TK,8,10
101612-NR,8,NA
101612-SD,8,8
101912-NW,8,NA
101912-GW,8,NA
101912-SW,8,NA
101812-S1,8,NA
101812-S2,8,NA
101812-BB,8,2
102512-JG,8,8
102512-MH,8,10
102612-JD,8,2
102612-LD,8,8
102612-MN,8,8
110712-CN,8,7
110712-JB,8,10
110712-CM,8,2
110712-ML,8,9
110812-SM,8,8
110612-BP,8,10
110612-DR,8,3
110712-MS,8,10
110512-JF,8,7
110812-PF,8,10
110912-AC,8,3
110912-OV,8,10
111412-KP,8,NA
111512-JS,8,8
112612-JG,8,8
112612-CJ,8,10
112612-SB,8,7
112612-DF,8,NA
112612-KJ,8,6
112612-YM,8,8
112712-IM,8,NA
112712-DA,8,10
120312-GB,8,NA
100212-LM,3,NA
100212-AR,3,3
100212-BL,3,NA
100210-C1,3,NA
100212-AA,3,NA
100212-A1,3,NA
100212-A2,3,3
100212-E,3,NA
100312-LM,3,3
100312-PH,3,3
100312-RW,3,4
100312-OF,3,4
100312-EL,3,3
100312-CA,3,3
100312-HG,3,3
100312-GS,3,3
100312-QH,3,3
100312-MK,3,3
100512-JC,3,3
100912-TL,3,NA
100912-LB,3,NA
100912-DH,3,NA
100912-AB,3,3
101012-NS,3,3
101012-SK,3,NA
101012-AD,3,3
101012-PL,3,NA
101012-AC,3,3
101012-LO,3,NA
101012-AW,3,3
101012-GS,3,3
100812-WA,3,3
101112-GA,3,3
101112-AA,3,6
101112-AD,3,NA
101112-KW,3,3
101112-B,3,3
101112-XD,3,3
101112-CW,3,NA
101112-AC,3,3
101212-RB,3,3
101212-HS,3,5
101612-TK,3,5
101612-NR,3,NA
101612-SD,3,3
101912-NW,3,NA
101912-GW,3,NA
101912-SW,3,NA
101812-S1,3,NA
101812-S2,3,NA
101812-BB,3,3
102512-JG,3,3
102512-MH,3,3
102612-JD,3,2
102612-LD,3,3
102612-MN,3,3
110712-CN,3,3
110712-JB,3,10
110712-CM,3,2
110712-ML,3,6
110812-SM,3,3
110612-BP,3,3
110612-DR,3,3
110712-MS,3,3
110512-JF,3,3
110812-PF,3,3
110912-AC,3,3
110912-OV,3,3
111412-KP,3,NA
111512-JS,3,3
112612-JG,3,3
112612-CJ,3,10
112612-SB,3,10
112612-DF,3,NA
112612-KJ,3,3
112612-YM,3,3
112712-IM,3,NA
112712-DA,3,3
120312-GB,3,NA
