Experiment,lab,Language,Subject,Sex,KL,Age_months,Age_years,method,cite,typical
Almoammer_Barner_2013,Barner,Mandarin,1_BarnerMandarin3,NA,CP,61,5.083333333333333,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,Mandarin,2_BarnerMandarin3,NA,CP,60,5,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,Mandarin,13_BarnerMandarin3,NA,CP,57,4.75,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,Mandarin,16_BarnerMandarin3,NA,CP,53,4.416666666666667,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,Mandarin,17_BarnerMandarin3,NA,2,51,4.25,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,Mandarin,19_BarnerMandarin3,NA,CP,49,4.083333333333333,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,Mandarin,7_BarnerMandarin3,NA,CP,50,4.166666666666667,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,Mandarin,8_BarnerMandarin3,NA,CP,55,4.583333333333333,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,Mandarin,9_BarnerMandarin3,NA,CP,56,4.666666666666667,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,Mandarin,12_BarnerMandarin3,NA,CP,55,4.583333333333333,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,Mandarin,21_BarnerMandarin3,NA,CP,55,4.583333333333333,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,Mandarin,22_BarnerMandarin3,NA,CP,59,4.916666666666667,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,Mandarin,3_BarnerMandarin3,NA,CP,51,4.25,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,Mandarin,4_BarnerMandarin3,NA,CP,58,4.833333333333333,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,Mandarin,6_BarnerMandarin3,NA,CP,58,4.833333333333333,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,Mandarin,10_BarnerMandarin3,NA,CP,49,4.083333333333333,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,Mandarin,18_BarnerMandarin3,NA,CP,52,4.333333333333333,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,Mandarin,20_BarnerMandarin3,NA,CP,57,4.75,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,Mandarin,5_BarnerMandarin3,NA,CP,58,4.833333333333333,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,Mandarin,11_BarnerMandarin3,NA,CP,60,5,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,Mandarin,14_BarnerMandarin3,NA,CP,52,4.333333333333333,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,Mandarin,15_BarnerMandarin3,NA,CP,53,4.416666666666667,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,Mandarin,23_BarnerMandarin3,NA,CP,56,4.666666666666667,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,Mandarin,24_BarnerMandarin3,NA,CP,52,4.333333333333333,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Barner_Takasaki_2009,Barner,Japanese,1_BarnerJapanese1,NA,0,29,2.4166666666666665,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,2_BarnerJapanese1,NA,0,29,2.4166666666666665,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,3_BarnerJapanese1,NA,0,24,2,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,4_BarnerJapanese1,NA,0,30,2.5,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,8_BarnerJapanese2,NA,0,26,2.1666666666666665,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,9_BarnerJapanese2,NA,0,24,2,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,10_BarnerJapanese2,NA,0,28,2.3333333333333335,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,11_BarnerJapanese2,NA,0,30,2.5,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,12_BarnerJapanese2,NA,0,29,2.4166666666666665,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,13_BarnerJapanese2,NA,0,26,2.1666666666666665,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,14_BarnerJapanese2,NA,0,25,2.0833333333333335,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,16_BarnerJapanese2,NA,0,30,2.5,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,17_BarnerJapanese2,NA,0,35,2.9166666666666665,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,18_BarnerJapanese2,NA,0,36,3,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,19_BarnerJapanese2,NA,0,29,2.4166666666666665,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,20_BarnerJapanese2,NA,0,30,2.5,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,22_BarnerJapanese2,NA,0,30,2.5,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,25_BarnerJapanese2,NA,0,28,2.3333333333333335,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,26_BarnerJapanese2,NA,0,34,2.8333333333333335,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,27_BarnerJapanese2,NA,0,27,2.25,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,28_BarnerJapanese2,NA,0,33,2.75,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,29_BarnerJapanese2,NA,0,24,2,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,30_BarnerJapanese2,NA,0,25,2.0833333333333335,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,32_BarnerJapanese2,NA,0,25,2.0833333333333335,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,33_BarnerJapanese2,NA,0,30,2.5,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,43_BarnerJapanese2,NA,0,42,3.5,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,68_BarnerJapanese2,NA,0,39,3.25,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,69_BarnerJapanese1,NA,0,39,3.25,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,5_BarnerJapanese1,NA,1,34,2.8333333333333335,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,15_BarnerJapanese2,NA,1,31,2.5833333333333335,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,47_BarnerJapanese1,NA,1,39,3.25,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,58_BarnerJapanese2,NA,1,45,3.75,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,61_BarnerJapanese1,NA,1,45,3.75,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,63_BarnerJapanese1,NA,1,45,3.75,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,67_BarnerJapanese1,NA,1,45,3.75,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,75_BarnerJapanese1,NA,1,39,3.25,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,76_BarnerJapanese2,NA,1,39,3.25,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,6_BarnerJapanese1,NA,2,32,2.6666666666666665,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,23_BarnerJapanese2,NA,2,36,3,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,24_BarnerJapanese2,NA,2,35,2.9166666666666665,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,24_BarnerJapanese1,NA,2,53,4.416666666666667,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,41_BarnerJapanese2,NA,2,40,3.3333333333333335,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,42_BarnerJapanese1,NA,2,40,3.3333333333333335,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,52_BarnerJapanese2,NA,2,40,3.3333333333333335,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,56_BarnerJapanese2,NA,2,44,3.6666666666666665,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,72_BarnerJapanese2,NA,2,36,3,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,7_BarnerJapanese1,NA,3,31,2.5833333333333335,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,21_BarnerJapanese2,NA,3,32,2.6666666666666665,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,28_BarnerJapanese1,NA,3,55,4.583333333333333,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,35_BarnerJapanese1,NA,3,49,4.083333333333333,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,44_BarnerJapanese1,NA,3,39,3.25,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,45_BarnerJapanese2,NA,3,38,3.1666666666666665,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,50_BarnerJapanese2,NA,3,38,3.1666666666666665,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,51_BarnerJapanese1,NA,3,38,3.1666666666666665,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,53_BarnerJapanese1,NA,3,44,3.6666666666666665,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,66_BarnerJapanese2,NA,3,45,3.75,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,70_BarnerJapanese2,NA,3,42,3.5,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,74_BarnerJapanese2,NA,3,37,3.0833333333333335,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,1_BarnerJapanese2,NA,CP,54,4.5,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,2_BarnerJapanese2,NA,CP,56,4.666666666666667,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,3_BarnerJapanese2,NA,CP,58,4.833333333333333,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,4_BarnerJapanese2,NA,CP,58,4.833333333333333,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,5_BarnerJapanese2,NA,CP,50,4.166666666666667,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,6_BarnerJapanese2,NA,CP,54,4.5,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,8_BarnerJapanese1,NA,CP,49,4.083333333333333,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,9_BarnerJapanese1,NA,CP,55,4.583333333333333,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,10_BarnerJapanese1,NA,CP,57,4.75,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,11_BarnerJapanese1,NA,CP,54,4.5,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
