Experiment,Participant,Language,PrimaryLang,Age_months,SEX,method,cite,1,2,4,8,5,3,10,3,10,4,1,5,2,8,10,2,1,5,4,8,3
Wagner2016,031212-LE,English,French-English,48.75,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,6,5,3,6,3,6,4,1,5,2,7,10,2,1,5,4,8,3
Wagner2016,031212-AP,English,NA,40.76,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,4,5,3,4,3,4,4,1,5,2,4,4,2,1,5,4,5,3
Wagner2016,032212-JL (031212-JL),English,English,47.24,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,8,5,3,10,3,10,4,1,5,2,8,10,2,1,5,4,8,3
Wagner2016,031212-MA,English,French,48.36,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,5,7,7,3,10,3,6,8,1,9,2,10,9,2,1,10,9,9,3
Wagner2016,031212-MR,English,English,44.93,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,3,5,3,4,3,6,4,1,5,2,6,6,2,1,5,4,6,3
Wagner2016,031212-CH,English,English,49.93,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,8,5,3,10,3,10,4,1,5,2,8,10,2,1,5,4,8,3
Wagner2016,031212-KM,English,English,41.32,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,9,10,5,8,7,7,6,1,5,2,5,5,2,1,10,7,8,4
Wagner2016,012913-KP,English,English,37.07,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,7,7,2,4,7,4,5,1,6,2,4,6,2,1,5,2,4,2
Wagner2016,032112-NJ,French,French,39.8,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,7,5,3,8,3,,6,1,5,2,7,10,2,1,5,6,7,3
Wagner2016,031412-KH,French,English,46.81,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,1,1,1,1,1,1,,,,,,,,,,,,,,
Wagner2016,031412-Nfa,French,English,43.72,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,3,4,6,3,6,3,7,4,1,4,2,4,5,2,1,4,4,5,5
Wagner2016,031412-NF,French,English,49.9,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,1,4,9,5,3,10,3,10,4,1,5,2,7,10,2,2,5,4,8,3
Wagner2016,031412-Nfa,English,English,43.72,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,8,9,3,10,3,9,10,1,2,2,3,3,2,1,6,10,10,3
Wagner2016,031412-NF,English,English,49.9,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,8,5,3,10,3,10,4,1,5,2,8,10,2,1,5,4,8,3
Wagner2016,031412-TU,French,NA,42.07,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,8,10,3,9,3,9,4,1,5,2,10,5,2,1,10,4,4,3
Wagner2016,031412-BH,French,NA,38.45,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,1,1,1,1,1,1,1,,,,,,,,,,,,,
Wagner2016,032312-NS,French,French-English,45.89,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,7,5,3,10,3,10,4,1,5,2,8,9,2,1,5,4,8,3
Wagner2016,032312-O,French,NA,46.41,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,3,4,3,3,3,5,3,1,8,2,3,3,2,1,5,1,3,3
Wagner2016,031612-M,French,English,47.6,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,3,3,3,3,3,4,3,3,1,2,3,3,3,2,1,4,3,3,3
Wagner2016,032612-AB (031312-AB),French,French,37.04,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,5,5,3,4,4,3,4,5,1,5,2,5,4,2,1,3,3,4,3
Wagner2016,031412-PF,French,English,49.9,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,8,5,3,10,3,10,4,1,5,2,8,10,2,1,5,4,8,3
Wagner2016,032612-LO,French,English,59.87,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",10,10,10,10,10,10,10,,,,,,,,,,,,,,
Wagner2016,031312-CC,French,English,48.91,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,1,1,1,1,1,1,,,,,,,,,,,,,,
Wagner2016,031312-AM,French,French,34.57,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2
Wagner2016,031312-ZL,French,English,36.74,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,3,4,5,7,9,4,10,3,1,7,2,3,2,2,1,6,2,8,10
Wagner2016,031212-LE,French,French-English,48.75,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,7,5,3,10,3,6,4,1,4,2,5,4,2,1,5,4,5,3
Wagner2016,031212-AP,French,NA,40.76,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,4,7,4,6,4,5,5,1,6,2,4,,,,,,,
Wagner2016,032212-JL (031212-JL),French,English,47.24,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,8,5,3,10,3,10,4,1,5,2,8,10,2,1,6,5,8,3
Wagner2016,031212-MA,French,French,48.36,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,5,7,8,3,9,3,10,9,1,10,2,10,9,2,1,9,9,10,3
Wagner2016,031212-MR,French,English,44.93,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,,4,3,7,3,7,7,1,6,2,6,5,2,1,5,4,6,3
Wagner2016,031212-CH,French,English,49.93,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,8,5,3,10,3,10,4,1,5,2,8,10,2,1,5,4,8,3
Wagner2016,031212-KM,French,English,41.32,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,5,7,3,5,5,6,8,1,1,2,5,6,2,1,8,5,4,6
Wagner2016,012913-KP,French,English,37.07,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,3,3,4,7,3,4,9,5,6,1,6,2,5,5,4,1,1,4,6,3
Excluded,101012-ME,English,English,29.51,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",10,,,,,,,,,,,,,,,,,,,,
Excluded,100812-LJ,English,English,43.16,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,8,5,3,10,3,10,4,1,5,2,8,10,2,1,5,4,8,3
Excluded,101112-HH,English,Arabic,42.01,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,3,4,6,9,10,9,10,9,1,4,2,3,10,2,1,10,10,10,8
Excluded,101112-RO,English,English,58.45,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",10,2,4,6,5,3,10,3,10,4,1,5,2,8,10,2,1,5,4,8,3
Excluded,101112-JM,English,English,51.94,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,6,6,6,7,7,10,6,1,5,2,8,10,2,1,5,4,4,4
Excluded,101112-ZS,English,English,33.85,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",10,10,10,10,,,,,,,,,,,,,,,,,
Excluded,101112-AV,English,English,54.54,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,8,6,3,9,3,10,4,1,5,2,8,10,2,1,5,4,8,3
Excluded,101112-ID,English,Spanish,44.8,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,3,4,3,3,4,3,3,3,1,5,2,7,4,2,1,8,3,3,3
Excluded,101112-DM,English,English,38.26,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",10,10,10,10,10,10,10,,,,,,,,,,,,,,
Excluded,101612-A,English,English,56.78,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,,,,,,,,,,,,,,,,,,,,
Excluded,101612-TW,English,English,,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",10,10,10,10,10,10,10,,,,,,,,,,,,,,
Excluded,071112-MC,English,NA,,NA,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,3,4,6,3,4,3,4,4,1,4,2,4,3,2,1,5,4,4,3
Excluded,070912-BQ,English,Spanish,,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,7,5,3,10,3,10,4,1,5,2,6,10,2,1,5,4,6,3
Excluded,070312-MB,English,Spanish,49.57,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,10,3,3,3,5,6,10,3,1,3,2,10,10,2,1,10,6,10,3
Excluded,051712-TW,English,English,37.66,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",10,2,4,6,5,6,5,8,10,,1,,,,,,,,,,
Excluded,021512-MB,English,Spanish,61.58,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,8,5,3,10,3,10,4,1,5,2,8,10,2,1,5,4,8,3
Excluded,021512-ST,English,NA,39.87,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",10,2,3,10,2,3,,,,,,,,,,,,,,,
Excluded,091712-SW,English,English,34.28,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",10,10,1,,10,,,,,,,,,,,,,,,,
Excluded,101612-AJ,English,Thai-English,50.92,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,7,5,3,10,3,10,4,1,5,2,8,10,2,1,5,4,8,3
Excluded,102612-LH,English,English,34.67,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,6,10,2,,,10,10,8,1,9,2,,,,,,,,
Excluded,110612-JC,English,English,37.24,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,3,3,3,3,2,3,2,2,1,1,2,2,1,2,1,1,1,1,1
Excluded,071112-MC,Spanish,NA,,NA,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,3,3,3,3,4,4,10,4,1,4,2,5,4,2,1,3,5,4,3
Excluded,070912-BQ,Spanish,Spanish,,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,7,5,3,7,3,10,4,1,5,2,7,8,2,1,5,4,7,3
Excluded,070312-MB,Spanish,Spanish,49.57,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,8,5,3,9,3,8,4,1,5,2,8,6,2,1,4,4,8,3
Excluded,051712-TW,Spanish,English,37.66,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",2,,,,,,,,,,,,,,,,,,,,
Excluded,021512-NH,Spanish,Spanish,62.24,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,3,4,8,4,8,3,8,3,1,8,2,8,,2,1,8,3,8,3
Excluded,021512-MB,Spanish,Spanish,61.58,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,8,5,3,8,3,8,4,1,5,2,8,,2,1,5,4,8,3
Excluded,082212-TT,English,English,25.36,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",10,10,10,10,10,10,10,,,,,,,,,,,,,,
Excluded,080212-KB,English,English,31.58,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",10,10,10,10,10,10,10,,,,,,,,,,,,,,
Excluded,080212-BO,English,English,30.99,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,1,2,1,2,2,2,2,,,,,,,,,,,,
Excluded,120711-SG,English,Spanish,37.43,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",5,10,10,10,10,10,10,,,,,,,,,,,,,,
Excluded,121511-AS,English,Spanish,36.71,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,2,4,4,3,,5,2,10,1,,10,10,10,10,10,5,10,2,
Excluded,121511-SM1,English,Spanish,52.3,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,3,1,1,1,1,1,1,1,1,1,2,1,1,,,,,,,
Excluded,021512-EF,English,Spanish,38.75,NA,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",10,10,10,10,10,10,10,,,,,,,,,,,,,,
Excluded,110112-AP,English,English,34.8,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",10,10,10,,,,,,,,,,,,,,,,,,
Excluded,112712-SA,English,Spanish,45.23,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,6,5,3,7,3,4,4,1,5,2,7,6,2,1,5,4,5,
Excluded,112812-CM,English,English,45,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,8,5,3,9,3,9,4,1,5,2,8,10,2,1,5,4,8,3
Excluded,112812-AP,English,English,54.24,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",10,2,5,8,5,3,10,3,10,4,1,6,2,8,10,2,1,5,4,10,3
Excluded,112812-RE,English,Spanish,44.67,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,8,5,3,10,3,10,4,1,5,2,8,10,2,1,5,4,8,3
Excluded,032012-EE (03/14/12-EE),English,English,48.59,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,6,4,3,8,3,10,4,1,5,2,7,7,2,1,5,4,6,3
Excluded,031312-LK (031412-LK),English,French,43.91,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Excluded,032012-C1H,English,English,30.43,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,8,10,10,10,10,10,10,10,1,10,2,4,10,2,1,6,10,10,10
Excluded,032012-CG,English,NA,28.19,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",3,1,4,2,2,2,4,3,,,,,,,,,,,,,
Excluded,031412-NE,English,English,40.03,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,3,3,3,2,2,2,3,3,1,2,2,2,2,2,3,2,2,2,2
Excluded,031212-BD (031912-BD),English,English,34.51,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2
Excluded,032012-SG (031412-SG),English,French,37.5,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Excluded,031312-AN,English,English,42.4,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,6,5,3,4,3,6,4,1,4,2,4,4,2,1,4,4,4,4
Excluded,031312-SL,English,English,37.73,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,8,5,,10,3,10,4,1,5,2,8,10,2,1,5,4,8,3
Excluded,082212-TT,Spanish,English,25.36,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",10,10,,,,,,,,,,,,,,,,,,,
Excluded,080212-KB,Spanish,English,31.58,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",10,10,2,5,10,,,,,,,,,,,,,,,,
Excluded,021512-VW,Spanish,English,52.34,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,5,5,3,6,3,8,4,1,5,2,5,,2,1,5,4,8,3
Excluded,021512-TL,Spanish,Spanish,54.24,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,2,5,3,2,3,2,4,1,5,2,2,,2,1,5,4,2,3
Excluded,120711-IS,Spanish,Spanish,42.99,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",2,2,2,2,2,3,6,6,,,,,,,,,,,,,
Excluded,021512-ANM,Spanish,English,55.39,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,8,5,3,10,3,10,4,1,5,2,8,10,2,1,5,4,8,3
Excluded,120711-SG,Spanish,Spanish,37.43,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Excluded,121511-AS,Spanish,Spanish,36.71,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",10,2,10,4,,,,,,,,,,,,,,,,,
Excluded,121511-SM1,Spanish,Spanish,52.3,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",4,2,3,3,1,2,2,2,3,2,1,1,1,1,,,,,,,
Excluded,120711-GF,Spanish,Spanish,42.2,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,3,3,5,4,5,4,5,4,1,3,2,3,6,2,1,7,8,8,2
Excluded,021512-EF,Spanish,Spanish,38.75,NA,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",10,10,10,10,10,10,10,,,,,,,,,,,,,,
Excluded,110112-AP,Spanish,English,34.8,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",10,10,10,10,10,10,,,,,,,,,,,,,,,
Excluded,112812-CM,Spanish,English,45,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,1,,,,,,,,,,,,,,,,,,
Excluded,112812-RE,Spanish,Spanish,44.67,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,8,5,3,6,3,8,4,1,5,2,8,10,2,1,5,4,8,3
Excluded,031312-CP,French,French,36.02,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",10,10,2,10,10,10,10,,,,,,,,,,,,,,
Excluded,031412-NE,French,English,40.03,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4
Excluded,032012-SG (031412-SG),French,French,37.5,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,1,1,1,1,1,1,,,,,,,,,,,,,,
Excluded,031312-AN,French,English,42.4,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,1,1,2,1,2,,,,,,,,,,,,,,
Excluded,031312-SL,French,English,37.73,M,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,4,7,5,3,10,3,10,4,1,5,2,10,10,2,1,5,10,8,3
Excluded,112812-RE,French,Spanish,44.67,F,non-titrated,"Wagner, K., Chu, J., & Barner, D. (2019). Do children's number words begin noisy?.ÊDevelopmental science,Ê22(1), e12752.",1,2,5,,6,,8,,10,,,,,,,,,,,,
