SubjID,Age.Mo,Age.Yr,Gender,Give.N.Method,GNtitrated_method,1.GNtitrated_request,1.GNtitrated_answer,1.GNtitrated_KL,2.GNtitrated_request,2.GNtitrated_answer,2.GNtitrated_KL,Exclusion,Comment,NoMatch_KL_dir,NoMatch_gap
111418-AK,47,3.928767123,M,titrated,2,4,4,CP,4,4,CP,no,,,
111418-AK,47,3.928767123,M,titrated,2,5,5,CP,5,5,CP,no,,,
111418-AK,47,3.928767123,M,titrated,2,6,6,CP,6,6,CP,no,,,
111618-LK,42,3.569863014,M,titrated,2,1,1,CP,1,1,CP,no,,,
111618-LK,42,3.569863014,M,titrated,2,2,2,CP,2,2,CP,no,,,
111618-LK,42,3.569863014,M,titrated,2,3,3,CP,3,3,CP,no,,,
111618-LK,42,3.569863014,M,titrated,2,4,4,CP,4,4,CP,no,,,
111618-LK,42,3.569863014,M,titrated,2,5,5,CP,5,5,CP,no,,,
111618-LK,42,3.569863014,M,titrated,2,6,6,CP,6,6,CP,no,,,
111618-MW,41,3.460273973,F,titrated,2,1,1,3k,1,1,2k,no,,decrease,1
111618-MW,41,3.460273973,F,titrated,2,2,2,3k,2,2,2k,no,,decrease,1
111618-MW,41,3.460273973,F,titrated,2,3,3,3k,3,3,2k,no,,decrease,1
111618-MW,41,3.460273973,F,titrated,2,4,3,3k,4,5,2k,no,,decrease,1
111618-MW,41,3.460273973,F,titrated,2,3,3,3k,3,4,2k,no,,decrease,1
111618-MW,41,3.460273973,F,titrated,2,4,4,3k,2,2,2k,no,,decrease,1
111618-MW,41,3.460273973,F,titrated,2,5,6,3k,3,4,2k,no,,decrease,1
111618-MW,41,3.460273973,F,titrated,2,4,5,3k,2,2,2k,no,,decrease,1
111618-MW,41,3.460273973,F,titrated,2,3,3,3k,,,2k,no,,decrease,1
112118-CB,40,3.38082192,M,titrated,2,1,1,CP,1,1,CP,no,,,
112118-CB,40,3.38082192,M,titrated,2,2,1,CP,2,2,CP,no,,,
112118-CB,40,3.38082192,M,titrated,2,1,1,CP,3,3,CP,no,,,
112118-CB,40,3.38082192,M,titrated,2,2,2,CP,4,4,CP,no,,,
112118-CB,40,3.38082192,M,titrated,2,3,3,CP,5,5,CP,no,,,
112118-CB,40,3.38082192,M,titrated,2,4,4,CP,6,6,CP,no,,,
112118-CB,40,3.38082192,M,titrated,2,5,5,CP,,,CP,no,,,
112118-CB,40,3.38082192,M,titrated,2,6,6,CP,,,CP,no,,,
120318-KW,45,3.769863014,F,titrated,2,1,1,CP,1,1,CP,no,,,
120318-KW,45,3.769863014,F,titrated,2,2,2,CP,2,2,CP,no,,,
120318-KW,45,3.769863014,F,titrated,2,3,3,CP,3,3,CP,no,,,
120318-KW,45,3.769863014,F,titrated,2,4,4,CP,4,4,CP,no,,,
120318-KW,45,3.769863014,F,titrated,2,5,5,CP,5,5,CP,no,,,
120318-KW,45,3.769863014,F,titrated,2,6,6,CP,6,6,CP,no,,,
120318-LC,36,2.989041096,M,titrated,2,1,1,4k,1,1,3k,no,,decrease,1
120318-LC,36,2.989041096,M,titrated,2,2,2,4k,2,2,3k,no,,decrease,1
120318-LC,36,2.989041096,M,titrated,2,3,3,4k,3,3,3k,no,,decrease,1
120318-LC,36,2.989041096,M,titrated,2,4,4,4k,4,4,3k,no,,decrease,1
120318-LC,36,2.989041096,M,titrated,2,5,5,4k,5,4,3k,no,,decrease,1
120318-LC,36,2.989041096,M,titrated,2,6,3,4k,4,4,3k,no,,decrease,1
120318-LC,36,2.989041096,M,titrated,2,5,3,4k,5,4,3k,no,,decrease,1
120318-LC,36,2.989041096,M,titrated,2,4,4,4k,4,4,3k,no,,decrease,1
120318-LC,36,2.989041096,M,titrated,2,5,4,4k,,,3k,no,,decrease,1
120318-LC,36,2.989041096,M,titrated,2,4,4,4k,,,3k,no,,decrease,1
120318-BL,47,3.956164384,F,titrated,2,1,1,CP,1,1,CP,no,,,
120318-BL,47,3.956164384,F,titrated,2,2,2,CP,2,2,CP,no,,,
120318-BL,47,3.956164384,F,titrated,2,3,3,CP,3,3,CP,no,,,
120318-BL,47,3.956164384,F,titrated,2,4,4,CP,4,4,CP,no,,,
120318-BL,47,3.956164384,F,titrated,2,5,5,CP,5,5,CP,no,,,
120318-BL,47,3.956164384,F,titrated,2,6,6,CP,6,6,CP,no,,,
120418-AS,45,3.778082192,M,titrated,2,1,1,5k,1,1,5k,no,,,
120418-AS,45,3.778082192,M,titrated,2,2,2,5k,2,2,5k,no,,,
120418-AS,45,3.778082192,M,titrated,2,3,3,5k,3,3,5k,no,,,
120418-AS,45,3.778082192,M,titrated,2,4,4,5k,4,4,5k,no,,,
120418-AS,45,3.778082192,M,titrated,2,5,5,5k,5,5,5k,no,,,
120418-AS,45,3.778082192,M,titrated,2,6,7,5k,6,8,5k,no,,,
120418-AS,45,3.778082192,M,titrated,2,5,5,5k,5,5,5k,no,,,
120418-AS,45,3.778082192,M,titrated,2,6,8,5k,6,7,5k,no,,,
120418-AS,45,3.778082192,M,titrated,2,5,5,5k,5,6,5k,no,,,
121918-KE,43,3.561643836,F,titrated,2,1,1,4k,1,1,3k,no,,decrease,1
121918-KE,43,3.561643836,F,titrated,2,2,2,4k,2,2,3k,no,,decrease,1
121918-KE,43,3.561643836,F,titrated,2,3,3,4k,3,3,3k,no,,decrease,1
121918-KE,43,3.561643836,F,titrated,2,4,4,4k,4,5,3k,no,,decrease,1
121918-KE,43,3.561643836,F,titrated,2,5,7,4k,3,3,3k,no,,decrease,1
121918-KE,43,3.561643836,F,titrated,2,4,4,4k,4,7,3k,no,,decrease,1
121918-KE,43,3.561643836,F,titrated,2,5,8,4k,,,3k,no,,decrease,1
011519-TS,46,3.82739726,M,titrated,2,1,1,2k,1,1,2k,no,,,
011519-TS,46,3.82739726,M,titrated,2,2,2,2k,2,2,2k,no,,,
011519-TS,46,3.82739726,M,titrated,2,3,7,2k,3,3,2k,no,,,
011519-TS,46,3.82739726,M,titrated,2,2,2,2k,4,6,2k,no,,,
011519-TS,46,3.82739726,M,titrated,2,3,5,2k,3,6,2k,no,,,
011519-TS,46,3.82739726,M,titrated,2,2,2,2k,2,2,2k,no,,,
011519-TS,46,3.82739726,M,titrated,2,,,2k,3,8,2k,no,,,
011519-TS,46,3.82739726,M,titrated,2,,,2k,2,2,2k,no,,,
011519-TH,46,3.849315068,F,titrated,2,1,1,CP,1,1,4k,no,,decrease,2
011519-TH,46,3.849315068,F,titrated,2,2,2,CP,2,2,4k,no,,decrease,2
011519-TH,46,3.849315068,F,titrated,2,3,3,CP,3,3,4k,no,,decrease,2
011519-TH,46,3.849315068,F,titrated,2,4,4,CP,4,4,4k,no,,decrease,2
011519-TH,46,3.849315068,F,titrated,2,5,5,CP,5,6,4k,no,,decrease,2
011519-TH,46,3.849315068,F,titrated,2,6,6,CP,4,4,4k,no,,decrease,2
011519-TH,46,3.849315068,F,titrated,2,,,CP,5,6,4k,no,,decrease,2
011519-TH,46,3.849315068,F,titrated,2,,,CP,4,5,4k,no,,decrease,2
011519-MA,39,3.254794521,M,titrated,2,1,1,2k,1,1,2k,no,,,
011519-MA,39,3.254794521,M,titrated,2,2,2,2k,2,2,2k,no,,,
011519-MA,39,3.254794521,M,titrated,2,3,4,2k,3,5,2k,no,,,
011519-MA,39,3.254794521,M,titrated,2,2,2,2k,2,2,2k,no,,,
011519-MA,39,3.254794521,M,titrated,2,3,5,2k,3,5,2k,no,,,
011519-MA,39,3.254794521,M,titrated,2,2,2,2k,,,2k,no,,,
011519-R,47,3.923287671,M,titrated,2,1,1,CP,1,1,4k,no,,decrease,2
011519-R,47,3.923287671,M,titrated,2,2,2,CP,2,2,4k,no,,decrease,2
011519-R,47,3.923287671,M,titrated,2,3,3,CP,3,3,4k,no,,decrease,2
011519-R,47,3.923287671,M,titrated,2,4,4,CP,4,4,4k,no,,decrease,2
011519-R,47,3.923287671,M,titrated,2,5,5,CP,5,6,4k,no,,decrease,2
011519-R,47,3.923287671,M,titrated,2,6,6,CP,4,4,4k,no,,decrease,2
011519-R,47,3.923287671,M,titrated,2,,,CP,5,8,4k,no,,decrease,2
011519-R,47,3.923287671,M,titrated,2,,,CP,4,4,4k,no,,decrease,2
011819-L2,47,3.915068493,M,titrated,2,1,1,5k,1,1,4k,no,,decrease,1
011819-L2,47,3.915068493,M,titrated,2,2,2,5k,2,2,4k,no,,decrease,1
011819-L2,47,3.915068493,M,titrated,2,3,3,5k,3,3,4k,no,,decrease,1
011819-L2,47,3.915068493,M,titrated,2,4,5,5k,4,4,4k,no,,decrease,1
011819-L2,47,3.915068493,M,titrated,2,3,3,5k,5,6,4k,no,,decrease,1
011819-L2,47,3.915068493,M,titrated,2,4,4,5k,4,4,4k,no,,decrease,1
011819-L2,47,3.915068493,M,titrated,2,5,5,5k,5,7,4k,no,,decrease,1
011819-L2,47,3.915068493,M,titrated,2,6,7,5k,4,4,4k,no,,decrease,1
011819-L2,47,3.915068493,M,titrated,2,5,5,5k,5,5,4k,no,,decrease,1
011819-L2,47,3.915068493,M,titrated,2,6,6,5k,6,6,4k,no,,decrease,1
011819-L2,47,3.915068493,M,titrated,2,6,7,5k,,,4k,no,,decrease,1
011819-A,33,2.767123288,F,titrated,2,1,1,2k,1,1,2k,no,,,
011819-A,33,2.767123288,F,titrated,2,2,2,2k,2,2,2k,no,,,
011819-A,33,2.767123288,F,titrated,2,3,4,2k,3,5,2k,no,,,
011819-A,33,2.767123288,F,titrated,2,2,3,2k,2,3,2k,no,,,
011819-A,33,2.767123288,F,titrated,2,1,1,2k,1,1,2k,no,,,
011819-A,33,2.767123288,F,titrated,2,2,2,2k,2,2,2k,no,,,
011819-A,33,2.767123288,F,titrated,2,3,6,2k,3,4,2k,no,,,
011819-A,33,2.767123288,F,titrated,2,2,2,2k,2,2,2k,no,,,
011819-A,33,2.767123288,F,titrated,2,3,7,2k,3,6,2k,no,,,
011619-J1,34,2.849315068,M,titrated,2,1,1,1k,1,1,1k,no,,,
011619-J1,34,2.849315068,M,titrated,2,2,7,1k,2,2,1k,no,,,
011619-J1,34,2.849315068,M,titrated,2,1,1,1k,3,3,1k,no,,,
011619-J1,34,2.849315068,M,titrated,2,2,8,1k,4,4,1k,no,,,
011619-J1,34,2.849315068,M,titrated,2,1,1,1k,5,5,1k,no,,,
011619-J1,34,2.849315068,M,titrated,2,,,1k,6,8,1k,no,,,
011619-J1,34,2.849315068,M,titrated,2,,,1k,5,7,1k,no,,,
011619-J1,34,2.849315068,M,titrated,2,,,1k,4,5,1k,no,,,
011619-J1,34,2.849315068,M,titrated,2,,,1k,3,4,1k,no,,,
011619-J1,34,2.849315068,M,titrated,2,,,1k,2,1,1k,no,,,
011619-J1,34,2.849315068,M,titrated,2,,,1k,1,1,1k,no,,,
011619-J1,34,2.849315068,M,titrated,2,,,1k,2,8,1k,no,,,
011619-J1,34,2.849315068,M,titrated,2,,,1k,1,2,1k,no,,,
012419-EC,49,4.043835616,F,titrated,2,1,1,1k,1,1,1k,no,,,
012419-EC,49,4.043835616,F,titrated,2,2,2,1k,2,3,1k,no,,,
012419-EC,49,4.043835616,F,titrated,2,3,3,1k,1,1,1k,no,,,
012419-EC,49,4.043835616,F,titrated,2,4,4,1k,2,4,1k,no,,,
012419-EC,49,4.043835616,F,titrated,2,5,4,1k,1,1,1k,no,,,
012419-EC,49,4.043835616,F,titrated,2,4,5,1k,,,1k,no,,,
012419-EC,49,4.043835616,F,titrated,2,3,8,1k,,,1k,no,,,
012419-EC,49,4.043835616,F,titrated,2,2,3,1k,,,1k,no,,,
012419-EC,49,4.043835616,F,titrated,2,1,1,1k,,,1k,no,,,
012419-EC,49,4.043835616,F,titrated,2,2,3,1k,,,1k,no,,,
012419-EC,49,4.043835616,F,titrated,2,1,1,1k,,,1k,no,,,
020619-AS,39,3.257534247,F,titrated,2,1,1,4k,1,1,2k,no,,decrease,2
020619-AS,39,3.257534247,F,titrated,2,2,2,4k,2,2,2k,no,,decrease,2
020619-AS,39,3.257534247,F,titrated,2,3,3,4k,3,5,2k,no,,decrease,2
020619-AS,39,3.257534247,F,titrated,2,4,4,4k,2,2,2k,no,,decrease,2
020619-AS,39,3.257534247,F,titrated,2,5,5,4k,3,8,2k,no,,decrease,2
020619-AS,39,3.257534247,F,titrated,2,6,8,4k,,,2k,no,,decrease,2
020619-AS,39,3.257534247,F,titrated,2,5,8,4k,,,2k,no,,decrease,2
020619-AS,39,3.257534247,F,titrated,2,4,4,4k,,,2k,no,,decrease,2
020619-AS,39,3.257534247,F,titrated,2,5,4,4k,,,2k,no,,decrease,2
020719-KL,46,3.805479452,F,titrated,2,1,1,CP,1,1,CP,no,,,
020719-KL,46,3.805479452,F,titrated,2,2,2,CP,2,2,CP,no,,,
020719-KL,46,3.805479452,F,titrated,2,3,3,CP,3,3,CP,no,,,
020719-KL,46,3.805479452,F,titrated,2,4,4,CP,4,4,CP,no,,,
020719-KL,46,3.805479452,F,titrated,2,5,5,CP,5,5,CP,no,,,
020719-KL,46,3.805479452,F,titrated,2,6,6,CP,6,6,CP,no,,,
011119-P1,46,3.873972603,F,titrated,2,1,1,CP,1,1,CP,no,,,
011119-P1,46,3.873972603,F,titrated,2,2,2,CP,2,2,CP,no,,,
011119-P1,46,3.873972603,F,titrated,2,3,3,CP,3,3,CP,no,,,
011119-P1,46,3.873972603,F,titrated,2,4,4,CP,4,4,CP,no,,,
011119-P1,46,3.873972603,F,titrated,2,5,5,CP,5,5,CP,no,,,
011119-P1,46,3.873972603,F,titrated,2,6,6,CP,6,6,CP,no,,,
022019-DR,45,3.731506849,M,titrated,2,1,1,CP,1,1,CP,no,,,
022019-DR,45,3.731506849,M,titrated,2,2,2,CP,2,2,CP,no,,,
022019-DR,45,3.731506849,M,titrated,2,3,3,CP,3,3,CP,no,,,
022019-DR,45,3.731506849,M,titrated,2,4,4,CP,4,4,CP,no,,,
022019-DR,45,3.731506849,M,titrated,2,5,5,CP,5,5,CP,no,,,
022019-DR,45,3.731506849,M,titrated,2,6,6,CP,6,6,CP,no,,,
111419-LP,32,2.67,F,titrated,2,1,1,1k,1,1,1k,no,,,
111419-LP,32,2.67,F,titrated,2,2,2,1k,2,2,1k,no,,,
111419-LP,32,2.67,F,titrated,2,3,2,1k,3,2,1k,no,,,
111419-LP,32,2.67,F,titrated,2,2,2,1k,2,2,1k,no,,,
111419-LP,32,2.67,F,titrated,2,3,2,1k,3,2,1k,no,,,
111419-LP,32,2.67,F,titrated,2,1,1,1k,1,1,1k,no,,,
111219-MG,30,2.5,M,titrated,2,1,1,1k,1,1,1k,no,,,
111219-MG,30,2.5,M,titrated,2,2,2,1k,2,3,1k,no,,,
111219-MG,30,2.5,M,titrated,2,3,2,1k,1,1,1k,no,,,
111219-MG,30,2.5,M,titrated,2,2,3,1k,2,8,1k,no,,,
111219-MG,30,2.5,M,titrated,2,1,1,1k,,,1k,no,,,
111219-MG,30,2.5,M,titrated,2,2,2,1k,,,1k,no,,,
111219-MG,30,2.5,M,titrated,2,3,2,1k,,,1k,no,,,
111119-LP,32,2.67,M,titrated,2,1,1,0k,1,1,0k,no,,,
111119-LP,32,2.67,M,titrated,2,2,8,0k,2,5,0k,no,,,
111119-LP,32,2.67,M,titrated,2,1,8,0k,1,8,0k,no,,,
111119-LP,32,2.67,M,titrated,2,1,8,0k,1,8,0k,no,,,
111219-AF,44,3.67,F,titrated,2,1,1,CP,1,1,CP,no,,,
111219-AF,44,3.67,F,titrated,2,2,2,CP,2,2,CP,no,,,
111219-AF,44,3.67,F,titrated,2,3,3,CP,3,3,CP,no,,,
111219-AF,44,3.67,F,titrated,2,4,4,CP,4,4,CP,no,,,
111219-AF,44,3.67,F,titrated,2,5,5,CP,5,5,CP,no,,,
111219-AF,44,3.67,F,titrated,2,6,6,CP,6,6,CP,no,,,
111219-SR,48,4,M,titrated,2,1,1,2k,1,1,2k,no,,,
111219-SR,48,4,M,titrated,2,2,2,2k,2,2,2k,no,,,
111219-SR,48,4,M,titrated,2,3,3,2k,3,3,2k,no,,,
111219-SR,48,4,M,titrated,2,4,4,2k,4,3,2k,no,,,
111219-SR,48,4,M,titrated,2,5,4,2k,3,4,2k,no,,,
111219-SR,48,4,M,titrated,2,4,3,2k,2,2,2k,no,,,
111219-SR,48,4,M,titrated,2,3,4,2k,3,4,2k,no,,,
111219-SR,48,4,M,titrated,2,2,2,2k,,,2k,no,,,
111219-SR,48,4,M,titrated,2,3,4,2k,,,2k,no,,,
112319-AC,44,3.67,M,titrated,2,1,1,1k,1,1,1k,no,,,
112319-AC,44,3.67,M,titrated,2,2,2,1k,2,2,1k,no,,,
112319-AC,44,3.67,M,titrated,2,3,4,1k,3,2,1k,no,,,
112319-AC,44,3.67,M,titrated,2,2,2,1k,2,2,1k,no,,,
112319-AC,44,3.67,M,titrated,2,3,2,1k,3,2,1k,no,,,
112319-AC,44,3.67,M,titrated,2,2,2,1k,1,1,1k,no,,,
112319-AC,44,3.67,M,titrated,2,3,2,1k,,,1k,no,,,
112319-AC,44,3.67,M,titrated,2,1,1,1k,,,1k,no,,,
112319-J1,30,2.5,F,titrated,2,1,1,2k,1,1,2k,no,,,
112319-J1,30,2.5,F,titrated,2,2,2,2k,2,2,2k,no,,,
112319-J1,30,2.5,F,titrated,2,3,4,2k,3,5,2k,no,,,
112319-J1,30,2.5,F,titrated,2,2,2,2k,2,2,2k,no,,,
112319-J1,30,2.5,F,titrated,2,3,6,2k,3,6,2k,no,,,
112319-W,35,2.92,M,titrated,2,1,1,1k,1,1,1k,no,,,
112319-W,35,2.92,M,titrated,2,2,2,1k,2,2,1k,no,,,
112319-W,35,2.92,M,titrated,2,3,2,1k,3,2,1k,no,,,
112319-W,35,2.92,M,titrated,2,2,2,1k,2,2,1k,no,,,
112319-W,35,2.92,M,titrated,2,3,2,1k,3,2,1k,no,,,
112319-W,35,2.92,M,titrated,2,1,1,1k,1,1,1k,no,,,
112319-E,28,2.34,M,titrated,2,1,1,1k,1,1,0k,no,,decrease,1
112319-E,28,2.34,M,titrated,2,2,1,1k,2,10,0k,no,,decrease,1
112319-E,28,2.34,M,titrated,2,1,1,1k,1,1,0k,no,,decrease,1
112319-E,28,2.34,M,titrated,2,2,10,1k,2,1,0k,no,,decrease,1
112319-E,28,2.34,M,titrated,2,1,1,1k,1,1,0k,no,,decrease,1
112319-E,28,2.34,M,titrated,2,2,10,1k,2,1,0k,no,,decrease,1
112319-A,37,3.09,M,titrated,2,1,1,2k,1,1,2k,no,,,
112319-A,37,3.09,M,titrated,2,2,2,2k,2,2,2k,no,,,
112319-A,37,3.09,M,titrated,2,3,4,2k,3,4,2k,no,,,
112319-A,37,3.09,M,titrated,2,2,2,2k,2,3,2k,no,,,
112319-A,37,3.09,M,titrated,2,3,4,2k,1,1,2k,no,,,
112319-A,37,3.09,M,titrated,2,,,2k,2,2,2k,no,,,
112319-A,37,3.09,M,titrated,2,,,2k,3,4,2k,no,,,
112319-NM,44,3.67,F,titrated,2,1,1,CP,1,1,CP,no,,,
112319-NM,44,3.67,F,titrated,2,2,2,CP,2,2,CP,no,,,
112319-NM,44,3.67,F,titrated,2,3,3,CP,3,3,CP,no,,,
112319-NM,44,3.67,F,titrated,2,4,4,CP,4,4,CP,no,,,
112319-NM,44,3.67,F,titrated,2,5,5,CP,5,5,CP,no,,,
112319-NM,44,3.67,F,titrated,2,6,6,CP,6,6,CP,no,,,
112619-IK,43,3.59,F,titrated,2,1,1,CP,1,1,CP,no,,,
112619-IK,43,3.59,F,titrated,2,2,2,CP,2,2,CP,no,,,
112619-IK,43,3.59,F,titrated,2,3,3,CP,3,3,CP,no,,,
112619-IK,43,3.59,F,titrated,2,4,4,CP,4,4,CP,no,,,
112619-IK,43,3.59,F,titrated,2,5,5,CP,5,5,CP,no,,,
112619-IK,43,3.59,F,titrated,2,6,6,CP,6,6,CP,no,,,
112619-IK,43,3.59,F,titrated,2,6,6,CP,6,6,CP,no,,,
112619-IK,43,3.59,F,titrated,2,6,6,CP,6,6,CP,no,,,
112319-J2,38,3.17,M,titrated,2,1,1,2k,1,1,2k,no,,,
112319-J2,38,3.17,M,titrated,2,2,2,2k,2,2,2k,no,,,
112319-J2,38,3.17,M,titrated,2,3,3,2k,3,3,2k,no,,,
112319-J2,38,3.17,M,titrated,2,4,5,2k,4,5,2k,no,,,
112319-J2,38,3.17,M,titrated,2,3,5,2k,3,4,2k,no,,,
112319-J2,38,3.17,M,titrated,2,2,6,2k,2,3,2k,no,,,
112319-J2,38,3.17,M,titrated,2,1,1,2k,1,1,2k,no,,,
112319-J2,38,3.17,M,titrated,2,2,2,2k,2,2,2k,no,,,
112319-J2,38,3.17,M,titrated,2,3,4,2k,3,3,2k,no,,,
112319-J2,38,3.17,M,titrated,2,,,2k,4,4,2k,no,,,
112319-J2,38,3.17,M,titrated,2,,,2k,5,5,2k,no,,,
112319-J2,38,3.17,M,titrated,2,,,2k,6,2,2k,no,,,
112319-J2,38,3.17,M,titrated,2,,,2k,5,6,2k,no,,,
112319-J2,38,3.17,M,titrated,2,,,2k,4,3,2k,no,,,
112319-LW,41,3.42,F,titrated,2,1,1,2k,1,1,1k,no,,decrease,1
112319-LW,41,3.42,F,titrated,2,2,2,2k,2,4,1k,no,,decrease,1
112319-LW,41,3.42,F,titrated,2,3,4,2k,1,1,1k,no,,decrease,1
112319-LW,41,3.42,F,titrated,2,2,4,2k,2,2,1k,no,,decrease,1
112319-LW,41,3.42,F,titrated,2,1,1,2k,3,3,1k,no,,decrease,1
112319-LW,41,3.42,F,titrated,2,2,2,2k,4,5,1k,no,,decrease,1
112319-LW,41,3.42,F,titrated,2,3,2,2k,3,4,1k,no,,decrease,1
112319-LW,41,3.42,F,titrated,2,,,2k,2,3,1k,no,,decrease,1
112319-RB,35,2.92,F,titrated,2,1,1,5k,1,1,5k,no,,,
112319-RB,35,2.92,F,titrated,2,2,2,5k,2,2,5k,no,,,
112319-RB,35,2.92,F,titrated,2,3,3,5k,3,3,5k,no,,,
112319-RB,35,2.92,F,titrated,2,4,4,5k,4,4,5k,no,,,
112319-RB,35,2.92,F,titrated,2,5,5,5k,5,5,5k,no,,,
112319-RB,35,2.92,F,titrated,2,6,10,5k,6,8,5k,no,,,
112319-RB,35,2.92,F,titrated,2,5,5,5k,5,5,5k,no,,,
112319-RB,35,2.92,F,titrated,2,6,8,5k,6,7,5k,no,,,
112319-AJ,35,2.92,F,titrated,2,1,1,1k,1,1,1k,no,,,
112319-AJ,35,2.92,F,titrated,2,2,10,1k,2,3,1k,no,,,
112319-AJ,35,2.92,F,titrated,2,1,1,1k,1,1,1k,no,,,
112319-AJ,35,2.92,F,titrated,2,2,10,1k,2,2,1k,no,,,
112319-AJ,35,2.92,F,titrated,2,,,1k,3,4,1k,no,,,
112319-AJ,35,2.92,F,titrated,2,,,1k,2,3,1k,no,,,
112319-LM,44,3.67,F,titrated,2,1,1,4k,1,1,CP,no,,increase,2
112319-LM,44,3.67,F,titrated,2,2,2,4k,2,2,CP,no,,increase,2
112319-LM,44,3.67,F,titrated,2,3,3,4k,3,3,CP,no,,increase,2
112319-LM,44,3.67,F,titrated,2,4,5,4k,4,4,CP,no,,increase,2
112319-LM,44,3.67,F,titrated,2,3,3,4k,5,5,CP,no,,increase,2
112319-LM,44,3.67,F,titrated,2,4,4,4k,6,6,CP,no,,increase,2
112319-LM,44,3.67,F,titrated,2,5,5,4k,,,CP,no,,increase,2
112319-LM,44,3.67,F,titrated,2,6,5,4k,,,CP,no,,increase,2
112319-LM,44,3.67,F,titrated,2,5,5,4k,,,CP,no,,increase,2
112319-LM,44,3.67,F,titrated,2,4,4,4k,,,CP,no,,increase,2
112119-HS,38,3.17,F,titrated,2,1,1,1k,1,1,3k,no,,increase,2
112119-HS,38,3.17,F,titrated,2,2,2,1k,2,2,3k,no,,increase,2
112119-HS,38,3.17,F,titrated,2,3,2,1k,3,3,3k,no,,increase,2
112119-HS,38,3.17,F,titrated,2,2,2,1k,4,2,3k,no,,increase,2
112119-HS,38,3.17,F,titrated,2,3,2,1k,3,3,3k,no,,increase,2
112119-HS,38,3.17,F,titrated,2,1,1,1k,4,3,3k,no,,increase,2
112119-AR,26,2.17,M,titrated,2,1,1,0k,1,1,0k,no,,,
112119-AR,26,2.17,M,titrated,2,2,1,0k,2,1,0k,no,,,
112119-AR,26,2.17,M,titrated,2,1,1,0k,1,1,0k,no,,,
112119-AR,26,2.17,M,titrated,2,2,1,0k,2,1,0k,no,,,
