Experiment,Language,Participant,Location,Dual,Age,Knower.Level,method,cite,lab
Marusic_Barner_2016,Slovenian,TB-V-13022015,Bistrica,Dual,44.34711196,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,060412-A-V,Ljubljana,Dual,25.8,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,060412-B-V,Ljubljana,Dual,36.2,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,060412-N-V,Ljubljana,Dual,30.1,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,070612-C-V,Ljubljana,Dual,35,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,070612-E-V,Ljubljana,Dual,35,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,070612-J-V,Ljubljana,Dual,36,3,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,080712-IA-V,Ljubljana,Dual,49,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,080712-J-V,Ljubljana,Dual,41,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,090112-J-V,Ljubljana,Dual,38,NA,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,090112-M-V,Ljubljana,Dual,36.9,NA,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,090112-N-V,Ljubljana,Dual,38,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,090112-U-V,Ljubljana,Dual,36.1,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,090112-Z-V,Ljubljana,Dual,37.5,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,110612-D-V,Ljubljana,Dual,53,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,110612-L-V,Ljubljana,Dual,48,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,110612-M-V,Ljubljana,Dual,48,3,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,110612-MP-V,Ljubljana,Dual,54,3,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,110612-N-V,Ljubljana,Dual,48,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,110612-P-V,Ljubljana,Dual,52,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,110612-V-V,Ljubljana,Dual,47,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,120612-?-V,Ljubljana,Dual,48,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,120612-Z-V,Ljubljana,Dual,39,4,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,140212-M-V,Ljubljana,Dual,30.8,NA,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,140212-M1-V,Ljubljana,Dual,40,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,140212-V-V,Ljubljana,Dual,32.7,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,140612-M-V,Ljubljana,Dual,36,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,140612-V-V,Ljubljana,Dual,30,0,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,140612-Z-V,Ljubljana,Dual,35,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,160112-J-V,Ljubljana,Dual,29.2,0,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,160112-K-V,Ljubljana,Dual,50.6,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,160112-M-V,Ljubljana,Dual,50.5,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,160112-M1-V,Ljubljana,Dual,50.2,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,160112-S-V,Ljubljana,Dual,30.2,0,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,160112-S1-V,Ljubljana,Dual,48.7,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,160112-T-V,Ljubljana,Dual,51.8,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,160112-Z-V,Ljubljana,Dual,33.4,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,170112-B-V,Ljubljana,Dual,28,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,170112-B1-V,Ljubljana,Dual,57.7,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,170112-K1-V,Ljubljana,Dual,39.1,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,170112-L-V,Ljubljana,Dual,51.8,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,170112-M2-V,Ljubljana,Dual,40.7,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,170112-N-V,Ljubljana,Dual,29.9,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,170112-N1-V,Ljubljana,Dual,35.8,4,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,180112-Ii-V,Ljubljana,Dual,48.3,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,180112-J-V,Ljubljana,Dual,45.1,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,180112-L-V,Ljubljana,Dual,45.4,4,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,180112-T-V,Ljubljana,Dual,40.9,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,200112-A-V,Ljubljana,Dual,40.2,0,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,200112-E-V,Ljubljana,Dual,41.6,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,200112-L-V,Ljubljana,Dual,41.3,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,200112-L1-V,Ljubljana,Dual,44.9,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,200112-M-V,Ljubljana,Dual,43.6,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,200112-N-V,Ljubljana,Dual,37.3,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,200112-P-V,Ljubljana,Dual,48.1,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,200112-V-V,Ljubljana,Dual,36.7,3,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,220312-B-V,Ljubljana,Dual,29.7,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,220312-M-V,Ljubljana,Dual,33.2,0,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,220312-T-V,Ljubljana,Dual,32.3,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,220512-I-V,Ljubljana,Dual,29,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,220512-K-V,Ljubljana,Dual,32,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,220512-M-V,Ljubljana,Dual,32,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,220512-P-V,Ljubljana,Dual,31,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,220512-T-V,Ljubljana,Dual,28,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,220512-V-V,Ljubljana,Dual,26,0,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,260612-AV,Ljubljana,Dual,44,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,260612-J-V,Ljubljana,Dual,29,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,260612-N-V,Ljubljana,Dual,26,0,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,260612-T-V,Ljubljana,Dual,44,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,280212-G-V,Ljubljana,Dual,29.3,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,280612-J-V,Ljubljana,Dual,27,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,280612-S-V,Ljubljana,Dual,36,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,03042014-_-T,metlika,aNonDual,40.24109589,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,03042014-_A-T,metlika,aNonDual,40.30684932,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,03042014-A-L,metlika,aNonDual,33.3369863,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,03042014-A-T,metlika,aNonDual,40.07671233,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,03042014-AN-L,metlika,aNonDual,27.91232877,0,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,03042014-E-L,metlika,aNonDual,27.58356164,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,03042014-I-L,metlika,aNonDual,33.79726027,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,03042014-J-T,metlika,aNonDual,42.6739726,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,03042014-K-T,metlika,aNonDual,47.57260274,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,03042014-N-L,metlika,aNonDual,27.58356164,0,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,03042014-NI-L,metlika,aNonDual,34.29041096,0,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
